Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason
2674-MIAHT,Female,-1.2245224806413377,No,0.0,Blocksburg,1.0922602915462076,1.6654693734016022,-1.8157025082666771,-0.6786996571864785,-1.1567399515040244,Offer B,Yes,0.9850961368116913,Yes,Yes,Fiber Optic,1.86688789927055,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,0.8347040273488249,0.5353370480667758,-0.8632523558402659,0.0,0.0,-0.7114128898373816,-0.8924899658800358,0.677557161790749,-0.214217897152195,-0.326610557238493
2674-MLXMN,Female,1.5815879801712358,No,0.0,Richmond,0.7082323391849614,0.7079820844750412,-1.2195568417620297,-0.6786996571864785,1.5734609460974645,Offer A,Yes,0.6605196513557406,Yes,Yes,Fiber Optic,-0.8026024867079383,No,Yes,No,No,Yes,Yes,No,Yes,Two Year,Yes,0.8347040273488249,1.1554791136179328,2.0611853257754507,0.0,0.0,2.0625764377831977,2.2203349455611714,0.677557161790749,-0.214217897152195,-0.326610557238493
2675-DHUTR,Male,1.9995193253986405,Yes,0.0,Big Pine,0.014504425242064854,0.424526069792373,0.786224100317639,2.1399663261245334,1.043720473428519,Offer B,Yes,0.41968093497860853,Yes,Yes,Fiber Optic,-1.553396657764388,No,Yes,No,No,Yes,Yes,No,Yes,Two Year,Yes,-0.833519714029658,1.1314425994492832,1.5446719848799986,0.0,0.0,1.291333094914407,1.5905520778400681,0.677557161790749,-0.214217897152195,-0.326610557238493
2675-IJRGJ,Male,0.9248387233853144,No,0.0,Oakland,0.611282785994184,0.6291021931098179,-1.132861202599865,-0.6786996571864785,0.8399741377866168,Offer B,Yes,-0.1687065751858311,No,No,Fiber Optic,-0.1352298902133163,No,No,No,No,No,No,No,Yes,Two Year,No,-0.833519714029658,-1.408415731038012,-0.5747339037257403,0.0,0.0,0.5914975750156617,-0.2890718084566392,0.677557161790749,-0.214217897152195,-0.326610557238493
2675-OTVVJ,Male,1.7607014138401236,Yes,0.0,Novato,0.7857919817375834,0.7851906870027526,-1.3029919829241625,1.2004109983541962,-0.05650973903775272,Offer C,Yes,1.5275390303134166,Yes,Yes,Fiber Optic,-0.3854946138987996,Yes,No,No,No,Yes,No,No,Yes,Two Year,No,-0.833519714029658,0.8285825209242996,0.23268088047637323,0.0,0.0,0.8341578950388485,0.40906711795813466,0.677557161790749,-0.214217897152195,-0.326610557238493
2676-ISHSF,Male,-1.4633403921998547,No,0.0,Anderson,1.3577943455631705,1.7219934474543852,-1.1836820798834848,-0.6786996571864785,-1.2789877528891658,Offer B,Yes,0.2774008317650414,No,No,Fiber Optic,-0.1352298902133163,No,No,No,No,No,No,No,Yes,Month-to-Month,No,0.8347040273488249,-1.3875840854251824,-0.9973618045976906,0.0,0.0,-0.8641243656908528,-1.0426307885919741,-0.46080998765873704,-0.214217897152195,-0.326610557238493
2676-OXPPQ,Male,-1.4633403921998547,No,0.0,Irvine,-0.47078194934066014,-1.034675971201757,0.903222781897303,-0.6786996571864785,-1.0752414172472635,Offer B,Yes,-1.651532025864728,No,Yes,DSL,1.5332016010232388,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,-0.833519714029658,-0.25306061666492696,-0.8581995319236074,0.0,0.0,-0.8765457571035984,-0.9360118302614724,0.677557161790749,-0.214217897152195,-0.326610557238493
2676-SSLTO,Male,0.14868051082013445,No,0.0,Hawaiian Gardens,-1.4919839096168495,-0.9587931390000729,0.7810585505248686,-0.6786996571864785,0.6769770692730951,Offer B,Yes,-0.5688693654739893,Yes,Yes,DSL,-0.8026024867079383,No,No,No,Yes,Yes,No,No,Yes,Two Year,Yes,-0.833519714029658,0.0818481474182559,0.4053815477064429,0.0,0.0,0.15768381900923578,0.36217322634842913,0.677557161790749,-0.214217897152195,-0.326610557238493
2680-XKKNJ,Female,0.8054297676060559,No,0.0,Weimar,1.2118314071481666,1.139168123549418,-0.5670543214435214,-0.6786996571864785,-0.9937428829905026,Offer B,Yes,-0.5873954205799226,No,Yes,DSL,0.44872113171947803,Yes,Yes,No,Yes,No,No,No,No,One Year,No,-0.833519714029658,-0.1729389027694287,-0.7992425646515049,0.0,0.0,-0.7293832312751759,-0.8364933479183719,0.677557161790749,-0.214217897152195,-0.326610557238493
2682-KEVRP,Female,1.1039521570542021,No,0.0,Woodlake,-0.10775973350408229,0.10822473325625223,0.3074521840692004,-0.6786996571864785,-0.4232531431931766,Offer B,Yes,0.6627427779684527,No,No,Fiber Optic,-0.1352298902133163,No,No,No,No,No,No,No,Yes,One Year,Yes,0.8347040273488249,-1.3955962568147322,-0.8223002109087456,0.0,0.0,0.01908148960895167,-0.649836789936581,0.677557161790749,-0.214217897152195,-0.326610557238493
2683-BPJSO,Male,-0.5677732238554163,Yes,0.0,Byron,0.553651662708555,0.6625915647091853,-0.8563343937168123,-0.6786996571864785,-0.1380082732945136,Offer B,Yes,0.2166353710175803,Yes,Yes,Fiber Optic,-0.8860240612697661,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,-0.833519714029658,0.6683390931333031,0.08239798223898909,0.0,0.0,0.09940163056233575,0.08965052838710828,-1.599177137108223,1.2885078495040896,1.920068143414132
2683-JXWQQ,Male,-1.343931436420596,Yes,0.0,Visalia,-0.10506669035989402,0.07871267263495824,0.1781769662413849,0.4487667361379262,1.1659682748136602,Offer B,No,0.01803606028197596,No,Yes,DSL,1.86688789927055,Yes,No,Yes,No,No,No,No,No,Month-to-Month,No,-0.833519714029658,-0.9613365675011317,-0.07201102111811178,0.0,0.0,-0.899567221540124,-0.2816673258693841,0.677557161790749,-0.214217897152195,-0.326610557238493
2684-EIWEO,Female,1.342770068612719,No,0.0,San Diego,-0.7309299170692463,-1.310941312243246,1.2170081146945113,-0.6786996571864785,-0.09725900616613314,Offer B,Yes,1.5142002706371447,Yes,Yes,Fiber Optic,-0.3020730393369718,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,0.8347040273488249,0.9006920634302481,0.210836794548461,0.0,0.0,0.7716745321747347,0.38482346520193966,-1.599177137108223,-0.214217897152195,-0.045775719656914904
2685-SREOM,Female,-0.6274777017450455,Yes,0.0,Rancho Cucamonga,-0.9458347599754697,-0.8492078722013159,1.0109510469680332,-0.30287752607834356,-0.3010053418080353,Offer B,Yes,-0.16351927975617003,Yes,Yes,Fiber Optic,0.19845640803399475,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,-0.833519714029658,0.8173654809789297,0.0388421987827278,0.0,0.0,-0.19410989888077146,-0.029306904702996107,-1.599177137108223,-0.214217897152195,-0.326610557238493
2688-BHGOG,Male,1.5815879801712358,No,0.0,Olancha,0.033894335880220346,0.04026168761564888,0.8778903278318014,-0.6786996571864785,-0.9529936158621222,Offer E,Yes,-0.044211484873959726,No,Yes,Fiber Optic,-0.6357593375842828,No,No,No,No,No,Yes,No,No,Two Year,Yes,-0.833519714029658,0.5113005338981264,-0.6892278046145651,0.0,0.0,-0.6280086497453492,-0.7271942394489251,0.677557161790749,-0.214217897152195,-0.326610557238493
2690-DVRVK,Male,-1.1648180027517085,Yes,0.0,San Diego,-0.7357773947287852,-1.372995707793496,1.2513231850468485,-0.30287752607834356,-1.115990684375644,Offer B,Yes,1.1681335612583117,No,No,Fiber Optic,-0.1352298902133163,No,No,No,No,No,No,No,Yes,One Year,No,-0.833519714029658,-1.3795719140356326,-0.9624333318462918,0.0,0.0,-0.6493787855092126,-0.9531724786739362,0.677557161790749,-0.214217897152195,-0.326610557238493
2691-NZETQ,Male,-1.1051135248620794,No,0.0,San Jose,0.8854345780725491,0.43752331771511765,-1.0350564748646707,-0.6786996571864785,-0.9529936158621222,Offer E,Yes,1.755780029218514,Yes,Yes,Fiber Optic,1.86688789927055,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,-0.833519714029658,0.6971829101356822,-0.6715539532728907,0.0,0.0,-0.3625697077374988,-0.6403042611503458,-1.599177137108223,-0.214217897152195,0.23505911792466322
2692-AQCPF,Female,-0.8662956133035624,Yes,0.0,San Mateo,0.49386610490757565,0.5431300583476015,-1.1829635077160507,1.576233129462331,1.328965343327182,Offer B,Yes,1.177767109913397,Yes,Yes,Fiber Optic,-0.6357593375842828,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,0.8347040273488249,1.4246880723068067,2.1352125058644864,0.0,0.0,2.3631425404528987,2.3666145350220873,0.677557161790749,-0.214217897152195,-0.326610557238493
2692-BUCFV,Male,1.9398148475090113,No,0.0,Shingle Springs,1.1827465411909333,0.9727505299578533,-0.5600073937472558,-0.6786996571864785,-0.1380082732945136,Offer C,Yes,-1.3973545498113238,No,Yes,Fiber Optic,-0.1352298902133163,No,Yes,Yes,No,Yes,Yes,No,No,One Year,Yes,-0.833519714029658,1.2131667476226913,0.2948813635377717,0.0,0.0,-0.6675191166633101,0.058159637836686165,0.677557161790749,-0.214217897152195,-0.326610557238493
2692-PFYTJ,Female,-1.4036359143102255,No,0.0,Hercules,0.5714257474601976,0.726603223386643,-1.1411099283203474,-0.6786996571864785,-1.2789877528891658,Offer B,Yes,-0.7578351275545083,Yes,No,Fiber Optic,-0.1352298902133163,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,0.8347040273488249,-2.2945618867222226,-0.9949567486722943,0.0,0.0,-0.8810869109534194,-1.0456079566733056,-0.46080998765873704,-0.214217897152195,-0.326610557238493
2694-CIUMO,Female,0.029271555040876,No,0.0,Los Angeles,-1.8598536031129662,-0.8697737172953909,0.7175220095574434,-0.6786996571864785,-0.8307458144769809,Offer D,Yes,-0.26059580851126013,Yes,Yes,Fiber Optic,-0.5523377630224551,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,0.8347040273488249,0.5113005338981264,-0.5834494733636447,0.0,0.0,-0.5800351233799945,-0.6331234156020636,0.677557161790749,-0.214217897152195,-0.326610557238493
2696-ECXKC,Female,-0.7468866575243039,Yes,0.0,Ione,1.1601249787797518,0.867006473058786,-0.5558807099174775,1.576233129462331,0.9214726720433777,Offer B,Yes,1.1659104346455995,Yes,Yes,Fiber Optic,-0.3854946138987996,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,No,0.8347040273488249,1.1955399705656817,1.3981180265636424,0.0,0.0,1.8505021245720406,1.6354262474415462,0.677557161790749,-0.214217897152195,-0.326610557238493
2696-NARTR,Male,-0.3886597901865286,No,0.0,Corona Del Mar,-0.46378003716577065,-1.0517323527746982,0.879159898166384,-0.6786996571864785,-0.8714950816053614,Offer B,Yes,1.4445423034388354,No,Yes,Fiber Optic,0.19845640803399475,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,-0.833519714029658,0.3286230262163902,-0.5975709026503758,0.0,0.0,-0.29933353327261225,-0.5635233758791045,-1.599177137108223,2.791233596160374,2.7625726561588664
2696-RZVZW,Male,-1.6424538258687422,Yes,0.0,Downey,-1.7472843996858967,-0.9217857975621713,0.7501817644388082,0.8245888672460612,1.4512131447123233,Offer A,Yes,-0.019016049929890522,Yes,No,Fiber Optic,-0.1352298902133163,No,No,No,No,No,No,No,Yes,Two Year,No,0.8347040273488249,-1.2353528290237357,-0.28736281774076156,0.0,0.0,1.1802812416778763,0.10792237333697038,0.677557161790749,-0.214217897152195,-0.326610557238493
2697-NQBPF,Male,0.2680894665993929,No,0.0,Fulton,1.0518646443833837,0.9301994999522857,-1.4020778858416016,-0.6786996571864785,0.06573806234738858,Offer B,Yes,0.18921680946079902,Yes,Yes,Fiber Optic,-0.3854946138987996,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,-0.833519714029658,1.3381566212996683,0.5561498700755584,0.0,0.0,0.25636284932339337,0.5099553771649463,0.677557161790749,-0.214217897152195,-0.326610557238493
2700-LUEVA,Male,0.14868051082013445,No,0.0,Oakland,0.609666960107671,0.6675657350738589,-1.1505033562145326,-0.6786996571864785,-1.2789877528891658,Offer B,Yes,0.8027997545693081,No,No,Fiber Optic,-0.1352298902133163,No,No,No,No,No,No,No,Yes,Month-to-Month,No,0.8347040273488249,-1.3731621769239928,-0.9971632219983461,0.0,0.0,-0.8555156007723421,-1.0399960647265702,-0.46080998765873704,-0.214217897152195,-0.326610557238493
2703-AMTUL,Male,-0.3886597901865286,Yes,0.0,Lookout,1.3831089511185402,2.0589432618821712,-0.6515264717930179,0.07294460502979132,0.14723659660414945,Offer B,Yes,-1.2928675990138603,No,Yes,Cable,-0.3020730393369718,Yes,Yes,No,No,No,No,No,Yes,One Year,No,0.8347040273488249,-0.31876042205923566,-0.15049527732577214,0.0,0.0,-0.5498740908587237,-0.2816149109383747,0.677557161790749,-0.214217897152195,-0.326610557238493
2706-QZIHY,Female,-0.6871821796346748,Yes,0.0,Los Angeles,-1.8749346447204205,-0.8660945324890126,0.6727393666110298,2.1399663261245334,-0.7084980130918396,Offer B,Yes,1.5734836469761309,Yes,No,Fiber Optic,-0.1352298902133163,No,No,No,No,No,No,No,Yes,Two Year,No,0.8347040273488249,-1.230545526190006,-0.8351418856663667,0.0,0.0,-0.04937579757096966,-0.679706311954447,0.677557161790749,-0.214217897152195,-0.326610557238493
2709-UQGNP,Male,-0.508068745965787,No,0.0,San Mateo,0.49278888764990036,0.5642386875042738,-1.1835938830412271,-0.6786996571864785,-0.9122443487337418,Offer B,Yes,1.7483696071761408,No,Yes,Cable,0.031613258910339226,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,0.8347040273488249,-0.3828577931756343,-0.7748610343986332,0.0,0.0,-0.30411752957429533,-0.7052847982870135,0.677557161790749,-0.214217897152195,-0.326610557238493
2710-WYVXG,Female,-0.6274777017450455,No,0.0,Sun Valley,-1.1494288216761024,-0.79651609666809,0.6584018094175229,-0.6786996571864785,-1.1974892186324049,Offer B,Yes,0.8561547932743958,No,Yes,DSL,-0.05180831565148853,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,No,0.8347040273488249,0.2404891409313421,-0.912169869478833,0.0,0.0,-0.7647896607566677,-0.9475011831387237,-0.46080998765873704,-0.214217897152195,-0.326610557238493
2712-SYWAY,Female,-0.9857045690828209,No,0.0,Creston,-0.029122873693785006,-0.2902512749175883,-0.3308738543414041,-0.6786996571864785,-1.2789877528891658,Offer E,Yes,1.3630276609727294,Yes,No,Fiber Optic,-0.1352298902133163,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,-0.833519714029658,-1.2145211834109064,-0.9949788134055549,0.0,0.0,-0.8463361560919552,-1.03562465948039,-0.46080998765873704,-0.214217897152195,-0.326610557238493
2716-GFZOR,Male,0.08897603293050522,Yes,0.0,Raymond,0.08990963327933621,0.42718004082082134,-0.09337089879935233,2.1399663261245334,0.43248146650281244,Offer B,Yes,-1.3202861605706417,No,Yes,Fiber Optic,-0.21865146477514405,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,0.8347040273488249,0.7212194243043317,0.5610041113928722,0.0,0.0,-0.5011963213829692,0.2957844747319765,0.677557161790749,-0.214217897152195,-0.326610557238493
2717-HVIZY,Female,-1.343931436420596,No,0.0,Orleans,1.114881853957389,2.054504989513624,-1.759422246447405,-0.6786996571864785,-0.9937428829905026,Offer E,Yes,-0.7252292705680659,No,No,Fiber Optic,-0.1352298902133163,No,No,No,No,No,No,No,Yes,Month-to-Month,No,0.8347040273488249,-1.3955962568147322,-0.9341242790730478,0.0,0.0,-0.747450709693715,-0.9589800530297731,0.677557161790749,-0.214217897152195,-0.326610557238493
2718-GAXQD,Female,1.2830655907230897,Yes,0.0,Fallbrook,-0.7853293885818492,-1.14830416914138,1.1405428450401498,-0.30287752607834356,-1.1567399515040244,Offer E,Yes,1.2363094440481461,No,Yes,Cable,1.86688789927055,No,No,No,No,No,No,No,Yes,Month-to-Month,No,-0.833519714029658,-0.5639328665794603,-0.9261809750992616,0.0,0.0,-0.6949481716011324,-0.9375807838630194,-1.599177137108223,-0.214217897152195,-0.045775719656914904
2718-YSKCS,Male,1.044247679164573,Yes,0.0,Tomales,0.7997958060873623,0.8276704259672617,-1.4595915108707465,1.576233129462331,1.5734609460974645,Offer A,Yes,-0.6904002869689114,No,No,Fiber Optic,-0.1352298902133163,No,No,No,No,No,No,No,Yes,Two Year,Yes,-0.833519714029658,-1.410018165315922,-0.39404580305536324,0.0,0.0,0.49098508418994535,-0.17492257170446,0.677557161790749,-0.214217897152195,-0.326610557238493
2719-BDAQO,Male,-0.6274777017450455,No,0.0,Sunnyvale,0.32312716956603976,0.47841399557697023,-1.0508293196174177,-0.6786996571864785,-0.6269994788350788,Offer B,Yes,-1.5514913282926883,No,Yes,Fiber Optic,-0.8026024867079383,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,-0.833519714029658,0.9695967373803763,-0.2889294138022583,0.0,0.0,-0.8064735676187943,-0.46507765245732874,-1.599177137108223,4.293959342816659,3.885912006485179
2720-FVBQP,Female,-1.1051135248620794,Yes,0.0,Mccloud,1.384724777005053,2.0471332528306685,-1.0901711457844492,-0.30287752607834356,-1.0752414172472635,Offer E,Yes,-0.045693569282434614,Yes,Yes,Cable,1.86688789927055,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,0.8347040273488249,-0.4693892441827723,-0.8857363190327332,0.0,0.0,-0.718673879148058,-0.9123831793624539,0.677557161790749,-0.214217897152195,-0.326610557238493
2720-WGKHP,Male,1.1039521570542021,No,0.0,Sloughhouse,1.183285149819771,0.9206947029158769,-0.6304743497403844,-0.6786996571864785,-1.2382384857607853,Offer E,Yes,-0.3302537757095692,Yes,Yes,Fiber Optic,-0.05180831565148853,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,-0.833519714029658,0.9744040402141064,-0.9261368456327406,0.0,0.0,-0.8485945908942726,-0.981763076375174,-1.599177137108223,2.791233596160374,1.0775636306693976
2722-JMONI,Female,1.5815879801712358,Yes,0.0,Escondido,-0.7847907799530116,-1.262832011411617,1.2173061271825554,-0.30287752607834356,-1.2789877528891658,Offer E,Yes,-0.08941505933243706,No,Yes,Cable,-1.1362887849552494,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,-0.833519714029658,-0.4501600328478529,-0.9844539356402879,0.0,0.0,-0.8701347163744394,-1.0341395697684581,-1.599177137108223,1.2885078495040896,2.20090298099571
2722-VOJQL,Male,-0.9857045690828209,No,0.0,San Diego,-0.7325457429557592,-1.340972258225871,1.209003090774998,-0.6786996571864785,1.2882160761988015,Offer B,Yes,-0.09015610153667424,Yes,Yes,Fiber Optic,1.86688789927055,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,0.8347040273488249,1.3477712269671285,2.039981117112094,0.0,0.0,0.9833360132177266,1.8941183922738645,-1.599177137108223,2.791233596160374,1.0775636306693976
2724-FJDYW,Male,-0.9260000911931916,No,0.0,Inverness,0.7814831127068821,0.7703759225957801,-1.4803326230059506,-0.6786996571864785,0.26948439798929075,Offer B,No,0.01803606028197596,No,Yes,DSL,0.5321427062813058,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,-0.833519714029658,-0.28030199938939643,-0.03913456855994084,0.0,0.0,-0.899567221540124,-0.2940721928749321,0.677557161790749,-0.214217897152195,-0.326610557238493
2725-IWWBA,Male,0.32779394448902216,Yes,0.0,El Cajon,-0.7896382576125505,-1.377409676398045,1.2939877111973992,2.1399663261245334,0.5547292678879537,Offer B,Yes,0.9636059128888088,No,Yes,DSL,-0.6357593375842828,Yes,No,Yes,Yes,No,No,No,Yes,One Year,No,0.8347040273488249,-0.21460219399508793,0.12343838610355146,0.0,0.0,1.2480100015022113,0.452700800859058,0.677557161790749,-0.214217897152195,-0.326610557238493
2725-KXXWT,Male,-1.2245224806413377,Yes,0.0,Vallejo,0.594047309871379,0.7954890019336562,-1.1674032637725293,-0.6786996571864785,-1.2789877528891658,Offer E,Yes,-0.17685803943244194,No,Yes,Fiber Optic,1.86688789927055,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,-0.833519714029658,0.8702458121499587,-0.9662725954336217,0.0,0.0,-0.8715674868404258,-1.0201552661751616,-1.599177137108223,-1.7169436438084795,-0.6074453948200712
2725-TTRIQ,Female,-0.09013740073838244,Yes,0.0,Menifee,-0.4858629909481144,-1.0305269136247748,1.1968834520672875,2.1399663261245334,1.614210213225845,Offer A,Yes,0.9184023384303317,Yes,Yes,Cable,1.86688789927055,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,-0.833519714029658,0.6603269217437533,1.635512491713549,0.0,0.0,2.408529794705922,1.9839960216399775,0.677557161790749,-0.214217897152195,-0.326610557238493
2729-VNVAP,Female,-0.6871821796346748,Yes,0.0,Vallejo,0.5945859185002167,0.7725559702262933,-1.1561693070386332,-0.6786996571864785,0.024988795219008143,Offer B,Yes,-0.9586575649028247,No,No,Fiber Optic,-0.1352298902133163,No,No,No,No,No,No,No,Yes,Two Year,No,0.8347040273488249,-1.403608428204282,-0.7232957527688041,0.0,0.0,-0.3983039745290044,-0.6915590750200297,0.677557161790749,-0.214217897152195,-0.326610557238493
2731-GJRDG,Female,0.5069073781579098,No,0.0,Corona,-0.3264348368121692,-0.9233047828119717,0.9928525907431642,-0.6786996571864785,-0.015760471909372287,Offer B,Yes,-1.5440809062503151,Yes,Yes,Fiber Optic,-0.8860240612697661,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,-0.833519714029658,1.4727611006441055,0.5858710657774753,0.0,0.0,-0.7204466290466512,0.25237792319876046,0.677557161790749,-0.214217897152195,-0.326610557238493
2732-ISEZX,Female,-0.14984187862801168,No,0.0,Pacific Grove,0.24987639604411904,0.17048368548680715,-1.0071769888335986,-0.6786996571864785,-1.115990684375644,Offer B,Yes,-0.06199649777565578,No,No,Fiber Optic,-0.1352298902133163,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,0.8347040273488249,-1.3811743483135426,-0.9602930527200214,0.0,0.0,-0.7501584030319772,-0.9804806577298116,0.677557161790749,-0.214217897152195,-0.326610557238493
2737-WFVYW,Female,-1.1051135248620794,No,0.0,Marina Del Rey,-1.720353968244014,-0.8992339298868236,0.6086550768338009,-0.6786996571864785,-1.2382384857607853,Offer B,No,0.01803606028197596,No,Yes,DSL,1.86688789927055,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,-0.833519714029658,-0.5879693807481098,-0.968589392425976,0.0,0.0,-0.899567221540124,-1.0265533820870372,-1.599177137108223,1.2885078495040896,4.166746844066757
2737-YNGYW,Female,-1.04540904697245,No,0.0,Hemet,-0.5079459447304582,-0.9956603287322567,1.2943326072700114,-0.6786996571864785,-1.2382384857607853,Offer E,Yes,0.6256906677565862,No,Yes,Fiber Optic,1.5332016010232388,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,-0.833519714029658,0.5433492194563256,-0.9250777384362358,0.0,0.0,-0.8172679146040639,-0.9719090693454147,-1.599177137108223,-1.7169436438084795,-0.6074453948200712
2739-CACDQ,Female,1.9398148475090113,No,0.0,La Jolla,-0.7804819109223103,-1.3544130498415565,1.163429461411717,-0.6786996571864785,-0.6269994788350788,Offer D,Yes,-1.8071508887545673,Yes,Yes,Fiber Optic,0.19845640803399475,No,No,Yes,No,No,No,No,Yes,One Year,Yes,0.8347040273488249,0.6106514591285445,-0.3575948637089885,0.0,0.0,-0.8776871166273503,-0.5399436455823614,0.677557161790749,-0.214217897152195,-0.326610557238493
2739-CCZMB,Male,-0.4483642680761578,No,0.0,Alleghany,1.305549308565918,1.324706298402718,-0.5035122101492178,-0.6786996571864785,-1.115990684375644,Offer B,Yes,-1.292126556809623,No,No,Fiber Optic,-0.1352298902133163,No,No,No,No,No,No,No,Yes,Month-to-Month,No,0.8347040273488249,-1.3859816511472725,-0.9524821371457983,0.0,0.0,-0.8509380205547418,-1.003298624362552,0.677557161790749,-0.214217897152195,-0.326610557238493
2740-JFBOK,Male,-0.6871821796346748,No,0.0,Lakewood,-1.4935997355033623,-0.9517758322087345,0.7632051886826917,-0.6786996571864785,-0.9122443487337418,Offer D,Yes,-1.6626476589282877,Yes,No,Fiber Optic,-0.1352298902133163,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,-0.833519714029658,-1.269003948859845,-0.9063447798980563,0.0,0.0,-0.8630194325348803,-0.970242274539317,0.677557161790749,-0.214217897152195,-0.326610557238493
2740-TVLFN,Male,-0.26925083440727016,No,0.0,Manteca,0.9969265642419431,0.6292111549850713,-0.6878143662484527,-0.6786996571864785,-1.2789877528891658,Offer E,Yes,1.0688339058905092,Yes,Yes,DSL,-1.7202398068880438,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,-0.833519714029658,-0.4309308215129332,-0.9841891588411618,0.0,0.0,-0.8511565787614176,-1.0284682742332456,-0.46080998765873704,-0.214217897152195,-0.326610557238493
2746-DIJLO,Female,-0.3886597901865286,No,0.0,Harbor City,-1.4952155613898752,-0.9718219818160142,0.6760736714422179,-0.6786996571864785,0.3509829322460516,Offer B,Yes,0.8168795564498172,Yes,Yes,DSL,-1.219710359517077,No,Yes,No,No,No,No,No,Yes,One Year,Yes,0.8347040273488249,-0.23383140533000754,0.03690050225580223,0.0,0.0,0.9160079434389639,0.28863158381356624,0.677557161790749,-0.214217897152195,-0.326610557238493
2748-MYRVK,Female,-1.4633403921998547,No,0.0,Fresno,0.1163014560923812,0.21951571922484922,0.0014086772464549015,-0.6786996571864785,1.247466809070421,Offer B,Yes,-1.264707995252842,Yes,Yes,Fiber Optic,1.86688789927055,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,-0.833519714029658,1.1634912850074826,1.7019052740944458,0.0,0.0,-0.25853600135978216,1.2690249137137315,-1.599177137108223,4.293959342816659,2.4817378185772885
2749-CTKAJ,Male,-0.5677732238554163,Yes,0.0,Long Beach,-1.4397388726195972,-0.9787809595737579,0.7230445244644004,0.4487667361379262,-0.4232531431931766,Offer B,Yes,1.6757474711608826,No,No,Fiber Optic,-0.1352298902133163,No,No,No,No,No,No,No,Yes,One Year,No,0.8347040273488249,-1.3923913882589125,-0.8210204563796355,0.0,0.0,0.38424368447396645,-0.5437349922587049,0.677557161790749,-0.214217897152195,-0.326610557238493
2750-BJLSB,Female,-0.8662956133035624,No,0.0,Rancho Santa Fe,-0.7643236520571808,-1.2900048347482178,1.1865105750301514,-0.6786996571864785,0.5954785350163342,Offer B,Yes,-1.7041460223655784,No,Yes,Fiber Optic,-0.8026024867079383,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,-0.833519714029658,1.2852762901286399,1.0812684569426123,0.0,0.0,-0.7597506798805295,0.6333401247609746,0.677557161790749,-0.214217897152195,-0.326610557238493
2753-JMMCV,Male,-0.32895531229689934,No,0.0,Paso Robles,-0.02158235289005787,-0.2281446262747448,-0.45103740997634195,-0.6786996571864785,1.328965343327182,Offer B,Yes,-0.23836454238414018,Yes,Yes,DSL,-0.3854946138987996,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,0.8347040273488249,0.3398400661617602,1.1143876215666486,0.0,0.0,0.8549087825504638,1.1242408969509499,0.677557161790749,-0.214217897152195,-0.326610557238493
